"b0_full_lm","b1_full_lm","b2_full_lm","b0_cc","b1_cc","b2_cc","b0_ipw","b1_ipw","b2_ipw","b0_em","b1_em","b2_em"
-0.8209791661294,4.37465154285839,0.529636215295082,0.129419575587804,3.19720349404918,4.48774785964745,0.946206656739864,2.52078981760887,5.42857345318995,-3.54299857338061,4.36435009311729,6.1156462649003
-1.0268894041945,3.18435293692293,4.1053802133131,1.03960499977722,2.40056823908212,3.07252700474833,1.77858293993857,1.93888094819855,2.74068913898259,-1.50724596516148,3.182448052997,4.67419430564461
-0.578408269180781,2.16540158366631,4.51166843988921,-0.199348040477837,2.22958624896592,3.80707665902244,1.11019364276763,1.6667589031274,3.16814895221932,0.0428154569067749,2.12872455829612,3.16631721394963
0.611465093026674,2.72925375363327,4.81890201294012,-1.56586756621275,3.45033159810813,5.31367292137565,1.94416383486067,2.62282594322507,2.17405196491185,0.674606852448119,2.72092832781822,4.25058519535294
0.89420624777674,2.28577248578728,0.0269132713039705,-0.43463515936505,2.33812575062615,1.83247014322088,1.37276868825497,2.30654962010605,-1.08923193774622,0.145621963385781,2.286178306916,1.56666506266674
0.558011575908617,2.29090693997058,0.708597349060094,1.46581485567872,2.20440623232992,-0.554642819302937,1.97236471189541,1.71320045558614,0.240664638089629,1.12216884824544,2.29688881247169,-0.511631232283663
0.926425086027222,2.51770033379847,0.563400178983853,0.985774291004016,2.37254108903248,3.49520804337104,1.16498336070272,1.7958086720933,3.25778398903552,-0.62245358422511,2.53058794081061,3.92130225651335
-3.89501962747769,3.19112692195151,4.15440199863951,-1.1901486137812,2.32216165652772,0.0987044290892654,-2.93323960870399,2.6461844339132,3.20586773716052,-1.80273002454618,3.21902808922242,-1.64148655890288
-1.50884249349898,2.64620614651357,2.22357517801841,-1.21486410011449,2.22380458501431,5.62117700934335,-0.493779856835797,1.76371440612039,5.33962144990469,-2.26232555207508,2.60748790291039,4.84667346876453
1.61490575443132,2.57497229095935,-3.36229079123198,3.71652601431445,1.58212119250622,-2.47321980723117,2.62326096908343,1.49035908946904,-2.31350338680108,2.0872788026168,2.57695357257956,-3.98896716162001
-1.486470170423,2.45916384765766,3.81933731847028,-1.18443510158908,2.33692412357457,5.31295884497804,-0.107238545438871,1.7977405656403,3.97183690639138,-1.95242085482606,2.42619162489041,4.74560258324862
0.616034913621179,4.90274745531866,-3.10360361102634,5.52419196316059,3.82383919458705,-5.70672452569446,4.28071188766493,3.10627616132726,-4.0891528545924,3.2676815793987,4.89867448505533,-9.61079555846686
1.24718996846128,1.7247116188915,1.83354758384517,2.46561479589713,1.95721855197327,-0.352651595313265,2.47170362195362,1.62688121488429,0.381705239266997,2.31416126999528,1.73914557192955,-0.128500691206058
-0.580903721836087,2.81524624026336,1.50956220254463,0.719939894534503,2.2771732357201,0.0979025391385591,0.888436306731686,1.65785278081184,0.682229909268251,0.140967475567464,2.83876417709375,-0.507982581827387
-0.546454207037971,1.705054592556,1.88487820534624,0.562313619065733,1.52779179174815,1.8097557539187,-1.43957621164313,1.78625319952114,3.05222174939122,-0.526954808013141,1.72864791178891,1.48387615618917
-1.70954422739209,1.96652754036004,2.96768296618349,0.343943014165112,1.12099850510601,2.92330236287086,0.155974860124559,0.99583601496301,3.02433754759504,-1.63779081881681,1.97533407620996,2.63346911166841
-1.03283091967891,2.86199735361149,3.47377423061727,-0.175895165787102,2.21126844383844,3.09397682050041,1.20809203077272,1.63412402252485,2.39167839564006,-1.25702893717081,2.86458690607908,3.60644307753525
-1.47684692461913,2.31707871149183,4.37068618664873,-0.104829285425647,1.74233189299207,2.39477223321966,0.72191555125647,1.29469780341188,2.1967416209742,-0.97441600825102,2.31659987117783,2.73476628285807
-0.197813916019493,2.31025119770304,0.963823726951498,0.556448006169128,2.27775916470343,0.0574408596560664,1.13729895076554,1.75789764273813,1.35989330224759,0.161671932000163,2.3166078041346,-0.00894109288252258
0.586850751184203,3.82541490763719,0.614533157622918,1.45740900241122,3.8347715956709,4.05808859409249,2.48793032896723,2.95284338277954,2.57705217517007,-0.556665671873514,3.81913637952887,3.65193900482702
1.13471902110632,3.32525260872202,1.77097620980502,-0.367051819237378,3.71878146034303,2.03874998503253,3.26480862684545,2.60690427577103,1.07856105379899,1.12185347194575,3.32574899936037,1.61662093026188
1.36304095606691,1.92921397734537,2.38781725661309,1.05397003658006,2.17651781745636,2.85683787299809,1.77496647127914,1.71643789230145,2.99447244619273,1.57217752376142,1.94676137016916,1.81073800294031
0.728914338425385,1.80392087477487,2.40114877144022,0.781394573063824,2.23514290355587,2.28947047574492,1.58723506917308,1.44664989396951,3.01482950389522,1.06609601964377,1.79456184872838,1.4389304691649
0.971927682513823,3.29131124045437,2.36236506181759,1.12835000034528,3.545128111168,1.67793760739015,1.59310526148064,2.95891925710758,3.07728517278823,1.20051529997639,3.30603879714246,1.77529748344549
-1.13430640956829,1.19755548421953,3.24703258574197,-0.117031096969843,0.915868187893986,2.03697474582682,0.347448916081701,1.00481621729739,0.704715957789053,-1.01136924134411,1.26171289974947,2.38226464979696
-4.12551964355088,2.88951764276209,5.46529822045852,0.754284481717172,2.03024374833857,1.35020769453965,0.932860590903978,1.62317417544979,1.8268986894592,-2.57418705776302,2.93920961566677,2.0183099331367
4.15943712044909,4.1155140191296,-3.22445733209451,3.58067390542292,4.70573759525864,-5.75625926441303,5.42486060252332,3.52345286394698,-2.39675606406022,4.68713545521323,4.08965075117694,-4.08529096581257
1.18759498309711,2.31384704176664,-2.22241952020389,2.34297734531986,1.64975073171201,-0.160857885529418,1.95252184106545,1.40137279576535,0.852248191756582,0.715529953303866,2.31622386584301,-0.807869525968065
1.55915880041072,2.3831884358509,0.389569675237415,2.05529806837299,2.38906886860433,0.0540406376743709,2.47098330933457,1.8123900329823,0.991417470187782,1.69301184651803,2.38892854867102,0.0377840493203239
-4.55885350827345,4.55168335801951,9.95561557911055,2.22693106137967,2.27602780512758,2.79403014643043,2.24174872504834,1.88059722518047,1.7339761494926,-3.34998671791987,4.5371639627943,7.3860448925728
1.05166215926091,2.80408417182512,3.28021637406766,-1.28299003466091,3.28591517138603,7.65597066997443,1.31155181063616,2.52516047728323,5.26553092782944,0.663130689088689,2.8253133675682,4.50796865314134
0.197322081479272,2.65891767280828,-1.86048005999927,1.09075866149799,2.12010244878322,1.36362659049108,1.1460488864545,1.66956689363979,1.95037489915482,-1.51887200635143,2.68371516961031,2.33895118371663
0.164715398991287,2.83182843428424,5.53959757639152,-2.68713394292377,3.74881342459371,7.82053582806679,-1.01853287235321,2.99173876515961,6.91972186206026,-0.267571174387403,2.88803431209168,5.74386567520434
0.179228564093897,3.92680325359094,-5.72151562799812,-0.178910599091114,4.36944946026724,-4.7045803193953,1.87846822821842,3.09540806802592,-2.72422434899398,-0.438199159602666,3.91651772021885,-3.8239757724583
0.346218938916044,2.72685474728836,-0.563019559315093,0.598843529806069,2.66942882435966,1.87211441371836,0.718579943587303,2.15770701139266,1.85508233015004,-0.61683298354684,2.74227327801302,1.83931933529347
-0.377014306772753,1.77163586200417,1.3312848411914,1.19054773824634,1.72105481389338,-1.32713759178214,1.337509803444,1.37137755499756,-0.568560191758551,0.721730408415492,1.79818842931334,-1.40923888116222
1.74150331096764,3.01649542993659,1.28841743779726,0.842263973432261,3.75168446134823,-0.0292114255914872,2.76259847719202,3.0241665832777,-1.10305785053399,1.8876738380087,3.02322354711165,0.799064035403837
