"b0_full_lm","b1_full_lm","b2_full_lm","b0_cc","b1_cc","b2_cc","b0_ipw","b1_ipw","b2_ipw","b0_em","b1_em","b2_em"
0.177132342730563,0.0275548131699034,0.259190299251118,0.232830513841086,0.0413059785201652,0.302561162224416,0.221356881584662,0.0372546136817417,0.301027594904081,0.175830638121967,0.0230455928930215,0.280151819979087
0.203918817185414,0.0314734550269229,0.322583199781842,0.2974175326048,0.0491293713734636,0.384473511014987,0.212463919634013,0.0364575213335114,0.366794288260289,0.305695735604672,0.0414354397733694,0.479720089169647
0.183860833163121,0.0316251855240582,0.278786840042792,0.269706952527285,0.055563665326236,0.362049260708478,0.215762247427173,0.04738787017951,0.317343309597173,0.217510500998313,0.0295881604546533,0.391046467395647
0.24784185505001,0.0369738706041788,0.401633268186348,0.230924672515327,0.0372070705698095,0.337305609637621,0.187851942606568,0.0280734389452678,0.299210447902594,0.413316229473693,0.0523062534268401,0.755307505444511
0.189641458237522,0.030737574150484,0.285623812502311,0.341254237667562,0.0529215099520614,0.458717983447657,0.256602917315285,0.0425740704101356,0.406226540268074,0.279921838370109,0.0415401348888284,0.442707619954907
0.186227831725221,0.0297775368679357,0.287363949589086,0.286565573949199,0.0549174181741027,0.377771732182413,0.221092631235455,0.0448947979768334,0.347642536850307,0.224521003767228,0.0306172695781811,0.348271356556292
0.200438429248993,0.0310763321888484,0.308369557039572,0.341408377920907,0.0527408342592013,0.449732134078711,0.282280647976496,0.0464649894832269,0.405267075492911,0.303454500199392,0.0293031032314203,0.449572938829988
0.181337144998572,0.0301599876431045,0.302748941685588,0.290578036131876,0.0480010222758221,0.418368591720637,0.243956697962525,0.0454017630688731,0.400342895244768,0.237972629497745,0.0332717869642373,0.344295350136918
0.233198729029315,0.0380520009949327,0.38743752827039,0.222567456117138,0.0408357905412423,0.339746845337934,0.182930795214867,0.0325038825460756,0.307816587641509,0.367853309458014,0.0428540950105815,0.576747022390384
0.202570190047981,0.0290828519169686,0.309043956259561,0.303034379326914,0.0461835562630033,0.403657305848229,0.236605029268687,0.0387385761308082,0.380163550783228,0.258448869299444,0.0266714359600474,0.44118761307922
0.166774864665158,0.0260986565179226,0.26498163291054,0.26674504557551,0.0430945674967579,0.334590933245263,0.227942841399362,0.038310957917452,0.318762220031269,0.204801803980409,0.025652145501627,0.282769761207648
0.207017097104345,0.0285438901176437,0.309446628475862,0.383215163433438,0.0621397699683252,0.582080425219152,0.308159698822066,0.0445068382369212,0.461250753357311,0.332974161910609,0.0382016144070101,0.553320981763292
0.143484797282154,0.0278958048732047,0.234785405733037,0.215763236295804,0.0415557273958008,0.292269618497882,0.194411221245145,0.0415931284270769,0.305338290727775,0.158126478327975,0.0247688216386949,0.277642431438916
0.242417735566038,0.0315382508284393,0.340272844397814,0.301394015681175,0.0434499518562704,0.375051174884693,0.247428118381074,0.0392578937652563,0.356463871755946,0.286038870789963,0.0281003074262447,0.426732873368958
0.182787177612366,0.0293341555810468,0.246561074552109,0.255046213327591,0.0423633578362513,0.328854191384475,0.211772450115845,0.0321761860770113,0.276384885965123,0.219936756128845,0.0267452729158589,0.314828409420547
0.161768573599107,0.0266516819174531,0.26625456746417,0.184808246889344,0.0346452155024631,0.278083320046489,0.149469257133043,0.0283666584593428,0.268417434033372,0.148060678196451,0.0232021356234681,0.266396308194444
0.161920406769952,0.0287786935958856,0.275366899359224,0.181735719608787,0.034995432318185,0.266268744201388,0.153779009675238,0.0328903690621611,0.256073573956972,0.21124923262207,0.0273749983642358,0.326076690243128
0.154992547575971,0.0285798849497509,0.255008326563883,0.281733774055921,0.0502099618131534,0.375934528456926,0.235313471320498,0.0473887472728675,0.362209814728108,0.226423478078882,0.0301127267238837,0.319433023609817
0.18739251787905,0.0326526413252283,0.342296560471379,0.252485091512789,0.0465373559560753,0.386891988717485,0.196658615569138,0.040966300377822,0.353431287160057,0.248479822275887,0.0423364799271061,0.513445276772348
0.165340234095215,0.0300459386457578,0.28177269758535,0.16639993741727,0.0363195578991679,0.261623816569896,0.132230382848336,0.0303799545751999,0.255045675820976,0.221638798995714,0.0306669256418043,0.350893850422061
0.150138011986089,0.023270624365049,0.249783056393688,0.212104427544924,0.0407989451824951,0.277963342533226,0.145081360405778,0.0311319642155837,0.286086960793364,0.178118638856667,0.0204258322946316,0.26518830004454
0.220118534620403,0.0310602825409853,0.331871186343694,0.378915584656314,0.0582104017079665,0.511798269584047,0.261813835765959,0.0469752053989042,0.48477787841552,0.277760386878307,0.0297898062700384,0.415610711770973
0.223092902924092,0.0340191863563977,0.370797157439465,0.373560424360458,0.0657939143897594,0.484448233253874,0.297311382151983,0.059441724760216,0.472129008655903,0.235668922717484,0.035759348981551,0.510965138920584
0.197398810958208,0.0301198416195739,0.281239309900726,0.251410735317058,0.0415441800036774,0.32214478345944,0.206607205661273,0.0333517669136608,0.294117975073085,0.207698818833946,0.0258109268294931,0.316866148781185
0.216556697529226,0.0353122087608625,0.325700783540079,0.212844444990863,0.0427289412993722,0.292764534538785,0.16834509175643,0.0382766248172257,0.300417149895994,0.3647347707379,0.0422257763368669,0.538367032464778
0.227208969808763,0.0367083457120463,0.37324253961086,0.236979299986877,0.0408675019017428,0.338644345249695,0.227692680934942,0.0344193517194202,0.343079793040375,0.328221004673928,0.0401163602653922,0.490712272998439
0.186877913773602,0.0282776775541584,0.275464798894901,0.220429155204576,0.0354810845851736,0.27322907754163,0.187666810971772,0.0333081538113619,0.264894543881698,0.235625172788751,0.0233394783416466,0.345593185967991
0.13097734150543,0.0237548076739224,0.217207224935763,0.20506045528395,0.0387232411636626,0.270774089767236,0.166725745267492,0.0292866796425133,0.25434626220687,0.157003956618618,0.0247428334490602,0.288025200653393
0.175339973278993,0.0303361036833601,0.283862742525674,0.213724928350838,0.0465207435866013,0.308262691081528,0.182668078558892,0.0421440099110733,0.298130819759669,0.243609850379058,0.0375781994041542,0.427229464700242
0.162823061600074,0.0306870055851929,0.266402003668018,0.235223573234449,0.0445117666525914,0.354397316996494,0.206592828668009,0.042795299836739,0.344126696873617,0.206693988069265,0.0324393553522887,0.375226946379722
0.214805622921742,0.0353146330454246,0.358033825346113,0.304359540208118,0.0583651740942143,0.458167588342627,0.251489166258856,0.0525493900322008,0.432036034774368,0.251753548160175,0.0323286218483749,0.58895150177501
0.302374549631477,0.046177916182312,0.484178558487626,0.242133003447766,0.0434598123426831,0.357909369348273,0.206818877554081,0.0388571602615979,0.333312976841499,0.516971409118207,0.0552815785606641,0.751883914966448
0.227133048381394,0.0314871509412462,0.324121331804638,0.372618256776611,0.0505313778069938,0.447495387043896,0.330114624147731,0.0442169832242702,0.426038250777485,0.306665547295934,0.0378527614797336,0.373013427648384
0.159112425002933,0.0271216580281015,0.260682105505768,0.2407969580113,0.0428312722990409,0.357027220471152,0.192490279504896,0.0360456788851896,0.349457048605793,0.202596760510657,0.0299302530721283,0.291461951189996
0.195487190040509,0.0291411062955319,0.322009319652037,0.350374823661113,0.0571625208161879,0.491180487965995,0.262282151014178,0.044002446550041,0.43605406002388,0.261962110233783,0.0378603030815236,0.493111652111882
0.209870845152794,0.0299096507223218,0.297014285823617,0.222575316395051,0.0346119850960089,0.293735458266092,0.185841168347513,0.0326661489280987,0.267917184718883,0.290506812106498,0.028531551292658,0.42097249207383
0.207295785184954,0.0325845227107081,0.313357333037837,0.310754755353214,0.0516315943817961,0.444490375446933,0.241958905553414,0.0462474967431051,0.417777629916362,0.252897082772228,0.033867162286288,0.44519279696567
0.197654687033528,0.0306547547817371,0.301414286958206,0.319668513947358,0.0516759941241797,0.407556067934228,0.262336562275909,0.0476442257691519,0.396207888385793,0.270848996431622,0.0296557792635551,0.399382702222163
0.219293361077055,0.0310723631203027,0.339764736844473,0.373469002284478,0.0564337388380765,0.497095307067179,0.283809793226761,0.0383920819140332,0.409067290973909,0.265090071683137,0.0366979451995581,0.441322349471523
0.208109068874304,0.0308056674744394,0.333213909291974,0.343831580805486,0.0580291022431244,0.432117664518121,0.291880367260519,0.0504464506872599,0.409630157547645,0.215668822720572,0.0261899073491628,0.421283735569897
0.181879617954076,0.0283454636317219,0.277844177601576,0.311338693951882,0.0535177018828402,0.401521944279931,0.244806928984955,0.0470795088953423,0.38460833559353,0.229189727171143,0.0325288873364181,0.425163060990741
0.352068631189515,0.0524413548671147,0.583197315509001,0.691640711614497,0.0956464531915391,0.927955661535055,0.506347870042199,0.0806183906674261,0.77450656513436,0.660411074661763,0.0733566741496595,1.13691181640809
0.274257515027504,0.0422897089253559,0.43377232180143,0.465565817482296,0.0729405333522246,0.682435439164727,0.367431817656556,0.0620441510483847,0.579519448923765,0.432339120400767,0.049166306334367,0.705464233735226
0.190213374951725,0.0311518160199496,0.320241319331765,0.300829193209909,0.0530868459988727,0.405431870203135,0.240158975237411,0.0459803839377597,0.378757633392476,0.270094385402366,0.0334704589521203,0.409531173616724
0.206460150901584,0.0330803681456193,0.314470706950514,0.23670813382089,0.0417222332536066,0.321031403057563,0.204398320058149,0.0394042041429927,0.34795009914827,0.258077210182035,0.0329338549839934,0.391366326403741
0.208493008189152,0.0316222767659281,0.297260780278654,0.326638167443596,0.0547314872164209,0.427107400798874,0.25931737223066,0.0499140717491298,0.400215497158334,0.295708765164103,0.0359977954265624,0.431705924898253
